"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
1.0,1.0,8.387352387918584,67.50303683590188,0.9807761277854008,871.9599020855286,358.82534357842684,6.814351619898518,0.05117643084358231
2.0,1.0,51.48829014802759,142.54086966137254,4.843000467226472,40242.42215808622,147.94320956670066,23.235460272779267,0.07207063042374832
3.0,1.0,66.49481074517287,48.46216381960949,4.979438564073043,40143.97591836657,156.77237723086617,22.47256103743937,0.07390354257143547
4.0,1.0,91.56682558518435,66.50349349584205,0.981031701412822,946.7987367673323,359.20564163259894,5.015439364605578,0.04192566202503182
5.0,1.0,125.53067518699284,116.38404636405687,1.0163854497614715,916.8455756387158,358.0564102956082,8.645443427686168,0.06002036682930773
6.0,1.0,160.5199029588827,141.505387700167,5.174525452928341,44654.354939688565,147.245982425879,20.927706579008504,0.06752140216086142
7.0,1.0,178.6149014949968,230.50959179562722,1.006456483970691,989.658057418822,358.3365326533057,9.549137730364032,0.05923398618530959
8.0,1.0,234.52404540647268,42.50144204626692,4.804306759273167,34265.93202735476,177.03867248697875,19.512429582242135,0.07083595631588233
9.0,1.0,242.54208998986164,180.52028307693007,5.603444170281149,56927.96581555153,121.10657027236039,19.469407208725894,0.058746222874192455
10.0,2.0,3.625319577958205,20.404790184040603,0.7288172562135506,749.6992590491534,362.55173098779414,8.647124910010408,0.04198864426043781
11.0,2.0,5.42534407400455,114.57399608473509,0.9286577053638727,899.7639424860566,359.26013432705554,3.856477448761664,0.03734281265248372
12.0,2.0,36.54646571481425,149.42336578587688,1.0463730907737567,944.8105658052149,358.1480208714149,4.745388258471432,0.04480067672354315
13.0,2.0,64.62604572608332,220.5574825585746,0.877101442320909,788.1298824560595,359.8670580913154,4.5048639387407095,0.039595702471094
14.0,2.0,147.5640265842765,205.49103861291778,0.8893503166032998,800.873073513738,360.18733700569305,5.377324013239621,0.04243201502941515
15.0,2.0,190.44400414108833,113.43205182926481,0.872267800975411,766.1742700336314,361.0368822311639,7.7547924294563595,0.05091455556637823
16.0,2.0,194.43408201231694,174.5839811721473,0.9276212332387223,857.8668739759598,359.553338325097,5.226335368284719,0.04231865206261786
17.0,2.0,199.52910738862545,65.48372938697241,0.9442913171849405,991.3389176781046,359.04953747334935,5.538496629386527,0.04009086602296746
18.0,2.0,212.42467617798238,173.48831375716188,4.871419995250941,35928.43648609495,172.00219014758952,22.524376951257562,0.07890240374730075
19.0,3.0,3.4304064331440856,20.526870436641804,1.012496732658236,870.6915553251588,358.55419891402465,5.361721576535308,0.04769387990942296
20.0,3.0,5.345721582243928,114.57641776496821,0.8991032049051699,887.9986311818463,359.95346428555285,4.83158163550483,0.038605826240713896
21.0,3.0,17.474373180369298,240.59412934324658,5.021197812063287,38473.737376032375,168.07117166092624,19.126532213770584,0.06786609120893188
22.0,3.0,36.48643341450812,149.46510286154034,4.924671821824633,39466.02352302242,156.954233609481,23.687305247236623,0.07708304849492936
23.0,3.0,124.71386793599386,176.4507878113696,0.9404814660230514,936.8691738211014,358.9613786147099,5.308237515723145,0.04079559532118929
24.0,3.0,149.491553515359,76.49264396279342,0.8445446765570284,896.0032400689516,360.0982094617251,5.108392931682736,0.036119954872980246
25.0,3.0,190.51685077220242,113.46367560916063,4.847894516233067,37643.026703729956,161.83639271286867,21.297715505510258,0.07120606182437393
26.0,3.0,194.49552842757166,7.461207677520363,4.856795469596672,36574.62207624792,167.55918088476292,21.754843575430424,0.07479827793629891
27.0,3.0,227.46038073070477,151.45786097092991,4.739006173737411,33089.805730062624,179.5160304722872,21.71622482960923,0.07836406910667632
28.0,4.0,3.445828259295371,20.384832959887824,0.9235646805741766,891.7101095389104,359.2782761625969,5.503282680212965,0.0417909720977461
29.0,4.0,17.473269158025182,240.45944795931976,4.846841451613724,34720.42737206506,176.9274624508544,21.50783292442449,0.07746798116439578
30.0,4.0,36.568431829299,149.55633940907472,0.8500695753786178,894.282625845922,360.20725670218604,4.720901349384972,0.03559430851949678
31.0,4.0,51.551853256854265,142.55202957531458,4.7276582579655875,33823.178862351444,174.83396538777973,24.71655123407941,0.08583616698388921
32.0,4.0,64.50765610583335,220.48328585340627,4.974391053458443,43893.730435879756,137.53331718360107,22.351633322078495,0.0674981922223886
33.0,4.0,98.51314005795315,128.47750304355776,0.8239429437524421,886.3160793324624,360.0752826425011,5.37382912451138,0.03585797413863183
34.0,4.0,101.5170592124477,31.513912822324443,0.9570331896896995,869.1156734016793,359.9798327215123,5.703172292428988,0.045360790595048446
35.0,4.0,115.4960719802772,36.51001100346671,5.052796182884323,49637.32072957615,114.78380252930961,25.60113167498209,0.06981288006902373
36.0,4.0,124.51941700680369,176.4423944529885,4.888481573731589,39926.416644278535,152.40407728180452,23.42273493590581,0.07443253987790871
37.0,4.0,125.52375904904933,116.51575323774718,4.82891894116985,37004.237127793116,164.00564536240864,20.993891909963814,0.07093017696599971
38.0,4.0,144.46024561261925,188.44453448048327,4.800929212803381,35960.39332004883,167.37124920280695,22.79726333216221,0.07752003886729672
39.0,4.0,147.4949952052519,205.54498385482864,4.908742733427646,40142.84342054673,152.4769111194819,22.469347733701316,0.07193128182647998
40.0,4.0,149.54155968537498,76.50936686275706,4.951628328462538,40351.75211111385,154.06517786642675,22.526356398578304,0.07292639054547481
41.0,4.0,157.50141689692245,86.56618766970055,1.0273499556872512,800.8755280840886,358.43635602842056,4.116102189194386,0.04649140042591088
42.0,4.0,160.52195644452544,141.54586482872375,0.9237908720798638,890.3663680660196,359.83006111901847,6.376580165669607,0.04461909571720051
43.0,4.0,178.46447514310285,230.44040599701282,5.234270775587014,49934.85582793528,126.50390264160791,20.30518379238108,0.06057832897772894
44.0,4.0,190.47092381284085,113.4520201719119,5.464059170015473,56821.05854532314,112.74381726609616,18.209023439084447,0.05317503154145973
45.0,4.0,194.59942637646142,7.451208049361652,0.9434720009340435,950.6865670448789,358.99203756363323,6.587776227685857,0.044499331199295576
46.0,4.0,194.5363061951145,174.55046986849172,0.996882043808136,953.962570686901,358.67549261092586,6.722752309358848,0.0485979064329445
47.0,4.0,199.44969313003025,65.455410636348,0.9481413766567901,962.4929493766545,359.1723197454013,7.360757154612837,0.046994581059572084
48.0,4.0,212.4974188681459,173.45386735264444,4.864815365064331,39372.899585289655,153.8164759876681,22.954839478540098,0.07340264500926387
49.0,4.0,227.57140226303358,151.46723561276733,4.92449020988936,41607.97623802624,146.111584765214,22.477446164171297,0.06998783988362643
50.0,4.0,234.50133655707933,42.51445943934439,4.90679239261756,43413.314077942,135.68008504723585,24.73593829844393,0.07270691866493545
51.0,4.0,242.4975870558211,180.48132399062618,4.936999943429468,39814.08203402952,155.4217272143795,24.554324638057064,0.07933049630774816
52.0,5.0,5.456594265661067,114.56511120688576,0.8517856831925297,872.4925748555142,360.64481140720244,8.983032919458116,0.04826510275486608
53.0,5.0,17.65788633508006,240.44931781624214,0.9232577816897978,867.2270814517716,359.34942722775094,5.622147235790495,0.04297076224931106
54.0,5.0,36.497623858286644,149.49581346962873,0.8862689863424701,861.4643314089539,360.197014746222,7.973885679568254,0.048342946485957286
55.0,5.0,38.371705783259536,186.78374607319654,3.212445304025924,8552.499148472449,286.5663514646411,24.44778989901247,0.1519465506339539
56.0,5.0,115.53759048960377,36.5099478164483,4.890830113283936,39781.54582548842,152.7768842175835,22.69903190163271,0.0726999147738237
57.0,5.0,125.5091145371712,116.47847464840176,5.103545438352553,46086.48397619204,135.51905676004844,21.374789840400855,0.06507370493934742
58.0,5.0,144.58518375766337,188.5803801892638,0.839048005095657,908.3025205804619,360.87137780922245,8.395561983571989,0.04394343932635847
59.0,5.0,157.5068270257755,86.58079763169309,5.297225115079522,52543.986455115875,119.3833038227679,20.186693094804546,0.058792296971916104
60.0,5.0,160.49752688816497,141.5044599453125,5.138391816334472,42072.98020567275,157.63391579658142,17.830168233249886,0.06145094171316572
61.0,5.0,178.46190529527422,230.4677779123968,4.905556149986332,38255.14344874821,162.14921642900126,22.38517573879382,0.0749314863201117
62.0,5.0,190.492968757988,113.49266121508843,0.9266375313141453,874.0985978359936,359.5044888223934,6.393766177268923,0.045487619545257596
63.0,5.0,234.33867629446362,42.52018284014065,0.9759878823471697,857.4503776913174,358.5138464590477,5.639751155016437,0.04684709873615792
64.0,5.0,242.5329579381346,180.50070147269557,0.79574963651257,868.9296278528903,361.08066996198164,8.458571469245024,0.04218487747737718
65.0,6.0,38.50324647600903,186.48466626694687,0.882009565816219,793.2808563760158,360.7296553310397,4.6113854603769475,0.03999608124262233
66.0,6.0,39.55855675571809,210.48491176458367,4.970427805096236,39009.167867038006,161.63601538631485,23.241112059964838,0.07797705684197247
67.0,6.0,64.47705441520058,220.56803042134584,0.8908450658825131,920.0670437928363,359.44824709410307,4.361370693326432,0.0361773573065257
68.0,6.0,86.54869161712735,64.51890858834186,4.881242262958798,39981.50587068059,151.8913883324456,21.053721781570395,0.06748650446625534
69.0,6.0,98.54258370951311,128.48255508416284,5.1030033317757475,47112.08511543959,130.6534880990117,21.51820593323049,0.06410870030064134
70.0,6.0,115.52451755044197,36.52995626532857,4.853014295986198,37924.99704854662,160.09172753089908,23.58876532409189,0.07756540804245145
71.0,6.0,144.47614182592295,188.42543353160582,4.9213093627366336,34557.670820116015,182.5338883826795,16.887379519836102,0.06498998183834932
72.0,6.0,157.4374647776041,86.53112875229041,0.9131468404326715,909.1892604869671,359.69340855315596,5.215758671338325,0.039797726185166186
73.0,6.0,184.47205720641108,165.41529033447085,0.8698586709988663,823.0623462575315,360.46645183495264,10.34331701024431,0.057384535029942806
74.0,6.0,194.45384699566839,174.41758096031242,0.9295824282058545,773.4193537328149,360.2350677652722,5.684107410168624,0.04731457082433787
75.0,6.0,212.38732361684643,173.57697205107243,0.8706645018365005,768.0368620322237,360.1863306409019,4.829945159659717,0.0408249288741432
76.0,6.0,224.51213694392405,106.51210432667122,4.882546358807525,37004.39882624544,166.85322632026433,22.372521435680856,0.07659906994000606
77.0,6.0,230.5129622755544,248.45550921546604,5.020064707573617,45645.36390253093,131.931193600033,23.93933770948128,0.07031622080318183
78.0,7.0,38.509223355449194,186.48966531308096,4.759839793739104,36543.88514063251,162.02751468825107,22.12583036504195,0.07315294921776477
79.0,7.0,39.52949609810594,210.51227404907144,4.898368256096186,37883.516080355046,163.79130242406765,19.66848061639687,0.06734805516808921
80.0,7.0,86.50967214378089,64.51399854355853,0.8058226440003455,820.982816779346,360.6045182298943,6.360073002385483,0.03909529269755681
81.0,7.0,98.4877635563437,128.450905442471,4.885185372025731,36447.288941187275,170.213539611881,23.10223486863512,0.08005026521773714
82.0,7.0,115.53289924822083,36.39942263279937,0.9169837303671128,882.1318021254702,359.6363415430822,6.879740544671407,0.04613595175707607
83.0,7.0,124.4603829209868,176.50661582762436,4.684634507816462,32931.00648158732,177.60328501803625,21.37407801037209,0.07594874543763187
84.0,7.0,144.46348283461091,188.56070247734053,0.991499557974268,782.3075239975274,358.90529154410115,4.505711227860791,0.046571109055094685
85.0,7.0,157.5265383145624,86.34850280154977,0.9671031961945331,831.2617164886959,359.5012748477828,5.552432997079344,0.04697112838015541
86.0,7.0,184.60966609433416,165.30295182590893,0.9561420277820661,904.1718617013855,359.19257706760885,6.318617940006624,0.046142019996017074
87.0,7.0,194.5152382337806,7.5000334172294165,4.911417174337447,42109.01561100932,142.5097841199618,23.164607900393467,0.07071330965091442
88.0,7.0,224.4853555677668,106.4740462719273,4.8114010018179005,32921.89830695539,184.65454558168443,21.96751417636044,0.08186866667349607
89.0,7.0,227.54431311337294,151.37563603083055,0.9867708950902623,907.664655062136,359.27261942609135,6.042695657772277,0.04712439226514211
90.0,7.0,230.58360439369858,248.43076868290123,0.9376607800408521,952.3606271015851,359.6536125953608,5.145982364487598,0.03972299449015257
91.0,8.0,20.534425330915468,173.47920274834775,5.19303398390263,47473.86782279046,135.39960315709402,20.888190382406222,0.06409593028680421
92.0,8.0,86.51982959339935,64.52269422160869,4.794903612359636,36083.503256278666,166.51675674258166,21.525077130892576,0.07325962062871177
93.0,8.0,99.45041748317418,71.49400777426399,0.9145001614782464,818.3412458276136,360.14860452267874,6.129815495917114,0.04593551788775571
94.0,8.0,99.53880924426097,124.47802677266672,4.956097171215319,40871.82785821561,151.6919742001813,21.50497163864895,0.06928838531208063
95.0,8.0,102.50264387540588,84.62353534238605,0.9505776194261222,739.1899437832046,360.07687701390887,6.223808378656807,0.05281959410262365
96.0,8.0,178.49572116408916,58.51095234861857,4.833637333440665,34254.48479540894,178.54207288112076,20.535633271340796,0.07493534528898978
97.0,8.0,184.54289441591564,165.49186671125878,0.9497168423529201,956.2552407313024,358.48067444332554,6.712283116168908,0.045141839663761785
98.0,8.0,224.54364384439077,106.47748679403803,0.9285272282115699,800.0134102484187,359.188820553464,4.69574680751245,0.04272558805781961
99.0,8.0,230.52151915032974,248.61940024561082,0.8141986037948182,840.7371452696954,361.422728652012,7.3534180658594765,0.041623843998842856
100.0,9.0,20.550971140227304,173.46591253738544,4.919523040257303,40482.99025892855,151.27420112919648,23.215197762566312,0.07376206490275125
101.0,9.0,39.497679681941385,210.4732366099555,4.869402551617715,38376.63897028552,159.0375051482579,21.981994922279373,0.07249839913574248
102.0,9.0,86.54016194686989,64.37621646621174,0.8969531466169586,897.8246401069694,359.3095713284152,2.792273578503229,0.03385622564924425
103.0,9.0,99.46983811584346,71.49731527940796,4.826989982604486,33931.840070818376,180.12769315388095,20.067408699341723,0.07390035261604559
104.0,9.0,99.48527323246421,124.52488661558299,0.9016452064553961,880.189032552012,360.09430881822624,5.13160521213574,0.03978562797276257
105.0,9.0,102.57693238229277,84.47976911966427,4.815979658466704,37361.07319010629,161.2216224281145,21.617208953588072,0.07175850253102399
106.0,9.0,178.5065211368761,58.512365540756875,4.93838114049737,43316.34761469595,138.02195746891528,22.642619137465825,0.06818601348780112
107.0,9.0,224.46304887156958,106.48571787214273,0.8709796534880552,859.5815695221736,360.1625439382164,6.591650397989592,0.04277847853807801
108.0,9.0,230.46312484649198,248.46203619675853,0.9562107023014801,965.1487406081029,358.60712158469244,4.475803136399795,0.038542987527276446
109.0,10.0,20.477535852498782,173.40021704442057,0.9867282273244726,944.3501418472177,358.6756071126718,6.478642432744357,0.047334748409491145
110.0,10.0,96.47677178599022,158.4815003852611,4.948084912923419,39517.11833896886,158.00880910276493,22.16871206666105,0.07323245197433871
111.0,10.0,97.47599122788569,10.554355961121233,4.84630604857809,36515.84636290978,167.5791110260931,21.344284573836426,0.07336387794120955
112.0,10.0,99.47141076486523,71.54719316276464,1.041114829379026,912.0416051350753,358.3364864564193,5.196872507164588,0.047313201881316824
113.0,10.0,99.52528865053934,124.44687633069512,0.8724754434385368,918.3479854193339,360.5032519785131,7.989171086045849,0.0449643103365659
114.0,10.0,102.51591540369502,84.54491794330315,4.844171126860908,37589.53274057526,161.90487142726093,20.214000375126247,0.06803374931340794
115.0,10.0,148.53466913648282,140.40027500155364,0.9562954915449078,919.885047237486,358.92700601824157,4.860597934541947,0.04088495212197059
116.0,10.0,200.53852771064294,190.48619808197267,4.840429754154114,33643.45114651179,182.76555916562972,17.551272306020923,0.06673629252575325
117.0,10.0,216.53853162394378,107.52574709115586,0.9119364774608999,808.7981896963028,359.1668858952075,7.967632657561412,0.053085879246098054
118.0,11.0,20.508149640181706,173.39073812656375,0.9866534771618141,916.9800358823267,359.156848016774,7.5763646690439135,0.052710753922615865
119.0,11.0,96.51791024946385,158.50166109480807,4.971595754738129,42348.62651803936,145.02672137778862,23.314234203583084,0.0723822685951949
120.0,11.0,99.49645827335105,71.39503716549567,0.8364212946928962,823.9089929759534,360.513007597157,8.556581508605339,0.04771788607860554
121.0,11.0,99.59428645176115,124.52776259169293,0.9242916787257542,1011.7748626197186,358.88975186559406,6.149725119400048,0.04005506770336935
122.0,11.0,102.57607459222635,84.4941055862788,4.850551234458124,36051.08202870303,169.79484414712937,24.573034128632276,0.0843723683002215
123.0,11.0,148.5397877376747,140.5494542728318,4.824203490449032,36810.88573530239,164.76990416319745,21.530363753184275,0.07274164337710891
124.0,11.0,178.50466844093546,58.405210043117215,0.8548846515964229,767.2245605879905,360.2108845180737,4.483463106064506,0.038981854904021056
125.0,11.0,200.47274211741933,190.48196547650574,5.179321000382936,47301.60159814831,135.37966695185222,18.860970114959205,0.05868846878223752
126.0,11.0,216.64468047561866,107.49373683090589,0.8920598272710119,905.2556747415113,360.1899937492694,5.36931838827075,0.039128158745642974
127.0,12.0,23.470597125287384,204.34392251470987,0.9819785402378218,1015.3043743921728,358.91015948826964,10.195379534352073,0.05820906222012859
128.0,12.0,57.50797202743129,145.5132209748579,4.991344880632525,36148.209788726606,177.52429018721688,19.157939341015997,0.07122587190571479
129.0,12.0,84.56359583666428,54.484832800083964,0.9582080282874983,990.6262464353322,359.1107106688801,6.127603746203037,0.04268063190892438
130.0,12.0,96.53800871680897,158.4848697885051,0.8727062633739631,772.1929139681258,360.69289857628337,6.6598792054536995,0.04667579998839089
131.0,12.0,97.47357272246134,10.591497156615706,0.9084179248059061,919.6455803111563,359.677353826784,4.3508101554382534,0.03702722383604699
132.0,12.0,148.49594387790333,140.50721337140394,1.0664905294830997,933.9366847329886,358.0282878477967,6.610320922990442,0.05418417252960083
133.0,12.0,200.49713257243988,190.49293840798683,5.33882750413118,49422.37859241713,135.63073896148657,20.09332492102612,0.06287651917071325
134.0,12.0,206.3534402942483,141.391004888935,0.9139218187678011,1061.5753018172566,359.4945161585086,6.965014199748012,0.0402502376934331
135.0,12.0,216.68550659396175,107.42041957427149,0.9314371935921903,849.2493534556148,359.4831625674937,6.98828850187662,0.04899627239116945
136.0,13.0,23.492570158887748,204.4734627219216,4.742489643740488,33315.490789296186,178.4835600516103,19.663091931339167,0.07145839711983372
137.0,13.0,57.45058274814922,145.51175204037514,4.721830629210978,33989.13006198542,173.58287703818323,21.598183237221797,0.07551902062346463
138.0,13.0,84.54883953620377,54.48066559812491,5.533219928318268,55530.889004695535,122.40120216157528,19.113762223178238,0.057826796218927085
139.0,13.0,96.51345047410778,158.52223011325083,1.0126623903139023,983.9112927080628,358.6089237487727,5.629732753659661,0.04463452409230967
140.0,13.0,97.46834047470578,10.452719326056652,0.9697565021618565,874.5502740341817,359.5254666866591,5.409562471843363,0.04495617395280325
141.0,13.0,148.50103422578835,140.41069382439505,0.8376162755983303,873.5574642952243,360.6138517121013,5.725916876875484,0.03781638193242691
142.0,13.0,200.49850486791374,190.4469957693617,4.899033613905706,35515.21058275326,175.8516505501453,20.09116369188447,0.07287753349594765
143.0,13.0,206.5088619138603,141.54443784274468,1.0370040624223285,1134.9872464262041,357.73369188561753,5.411071735441751,0.04100626516818327
144.0,13.0,216.46610934824102,107.4435729974567,4.810546647906888,36831.793923180034,163.93462079881323,22.754653288749726,0.07594467143934021
145.0,14.0,8.4073000172963,67.42143647809644,0.8588427084145831,826.83004818875,360.38242758912463,5.408941500289276,0.03972476910958766
146.0,14.0,51.43676885792953,142.575209004094,4.98253532810463,41306.91757328147,151.68185436298768,19.899811777493973,0.06479181923963406
147.0,14.0,57.44762200158567,145.54678932192058,0.9574117378709407,983.6042470812732,359.03553103678155,6.526834701359597,0.04411870349491559
148.0,14.0,66.50453091272084,48.571828169516735,4.915634601506785,38963.8394807627,158.7347668986509,22.56076750425809,0.07444483482230743
149.0,14.0,78.51410503711311,223.55489168379407,4.925814274624132,42796.50750166863,139.87451490037822,23.306721914557826,0.0704074950482952
150.0,14.0,84.47049636566723,54.52210969484736,4.813641356253364,36052.68926249452,167.8903319304381,23.45557686037636,0.0797278709973581
151.0,14.0,91.46103790497911,66.47173139642327,4.729422755961898,30671.396773314333,191.96239728375122,21.15451646989292,0.08193593084019805
152.0,14.0,143.47740231263975,194.517929766663,0.9260504664736986,875.0185317274324,359.5849842425448,4.949701760012363,0.04082551810288749
153.0,14.0,206.55259501347635,141.46590710403345,0.980804951322439,927.5814839053763,358.7103800135089,5.477848153963845,0.04402321995904027
154.0,15.0,8.501903359812585,67.59126446828016,0.9570501960432556,936.9601338478561,358.94763406018296,6.000382467246706,0.04394620221955477
155.0,15.0,23.53424253160971,204.51643978617264,0.9000796707743982,946.5227575301122,359.5790303817917,6.534333698886478,0.04159452729415632
156.0,15.0,51.52855162027138,142.4843111871343,4.778313464075051,34810.41365456484,172.31885090565618,21.87188358897746,0.07635902883902722
157.0,15.0,57.580455658412674,145.49021229016196,0.8897143902889999,847.8382125758183,359.88850510886897,3.288271816162527,0.035620792311010036
158.0,15.0,78.53533010969885,223.50351925617574,4.87651911116068,34719.629439317454,178.61152417370997,20.64588509547945,0.07558456495399644
159.0,15.0,84.57492445593603,54.5002430487037,4.935622427480858,39052.6741814636,159.6264407624399,21.972431242246262,0.07312471052271656
160.0,15.0,91.50570223235799,66.54462174616577,0.917103222277779,830.423922778565,359.4391370465383,3.4543972537640513,0.03769391065089691
161.0,15.0,143.52570962994318,194.49214260445314,0.8775135137025325,877.9149069764262,359.7222846858129,4.619996734552781,0.03721200560759253
162.0,15.0,206.67276526440983,141.40669036280374,0.9250389610554197,950.4727444498067,359.5772012660948,5.496267491072617,0.04004162168017272
163.0,16.0,8.462508610812952,67.46594060497438,4.996137655306089,38568.09862206027,165.60726771183977,21.182137763835286,0.07329957169762515
164.0,16.0,51.4934260291715,142.5283661298119,4.959392602435362,42514.315667307244,143.37273381207018,25.104604033501015,0.07669341511310036
165.0,16.0,64.64359656841462,220.51959956336836,0.9063885215606409,886.6525859499869,360.3627100530824,6.624188832824832,0.04435476367791672
166.0,16.0,66.54885842764452,48.44796832008115,0.8780886683073034,849.4667249233919,360.1480408692014,4.952211929010973,0.038904796523192564
167.0,16.0,91.55232012998827,66.33847385216097,0.9461579442355313,947.4979942035202,358.81750965002897,7.6740363304525605,0.0485182678550093
168.0,16.0,101.52329198232106,31.49774955663933,4.881713788864873,38435.73328908647,159.65939679253236,20.36016951510201,0.06802476741158883
169.0,16.0,124.504762766169,176.4472491093434,4.798809768006372,36295.401234512894,165.89421735399358,20.56801639609944,0.0701205325645324
170.0,16.0,125.46007478064456,116.48343331653308,4.900689069971854,38231.388610357026,162.0209946067146,19.79090629959054,0.06719444876539021
171.0,16.0,143.48325050876792,194.3891206552166,0.9135295592367898,963.109366704727,359.16166626274304,4.885401882574179,0.03746208685477327
172.0,16.0,147.49794022405294,205.37312342584528,1.0053787062329589,995.7345168721085,358.36174555233714,6.738598030157738,0.04769502496904487
173.0,16.0,160.5245646546335,141.43131150170555,5.050641862135874,43232.4285673946,146.19241235021767,23.258746894175676,0.07297560643855465
174.0,16.0,178.52667834513767,230.36643337449578,1.0307297337363683,1001.9262076527535,358.0919194180729,9.338487108620928,0.06006558560052438
175.0,16.0,194.4857244151424,7.510521759178731,4.830253902257134,35097.664422747555,174.18548328633014,20.805343200935823,0.07399027083948068
176.0,16.0,194.42007569356966,174.5283939872879,0.9111734265698178,847.0172620305125,359.0941182964761,5.865613670228606,0.043696158055757814
177.0,16.0,199.61723812186906,65.58625454676266,0.8936508124466149,893.1635812959205,359.92291956699023,5.035993573630571,0.03869144735192387
178.0,16.0,227.39631467732767,151.44369619479443,0.909197310837585,806.9613799646249,359.99339817574815,5.07687795035915,0.04251377760301472
179.0,16.0,234.55347076843972,42.54270888603898,4.85698282721652,36064.45936474765,170.52291857073791,21.79418367475258,0.07592207630273089
180.0,16.0,242.49938264944294,180.52651202335636,5.103140010113499,44027.38988942536,145.60639378794343,21.408623439627252,0.06799662370770557
